UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7722,M07722,H,303.135,311.713,1563.924,54.066,113.128,0,0,0,0,0,0
7723,M07723,L,297.923,307.676,1410.162,33.731,67.53,0,0,0,0,0,0
7724,M07724,L,297.792,308.154,1582.046,56.138,70.76,0,0,0,0,0,0
7725,M07725,H,299.304,309.836,1583.982,36.947,22.333,0,0,0,0,0,0
7726,M07726,L,300.681,310.82,1185.839,39.154,108.197,0,0,0,0,0,0
7727,M07727,L,299.636,311.351,1662.936,48.423,161.315,0,0,0,0,0,0
7728,M07728,L,300.999,309.444,1562.704,45.441,241.36,0,0,0,0,0,0
7729,M07729,M,299.902,309.613,1370.94,41.541,63.595,0,0,0,0,0,0
7730,M07730,L,299.771,307.745,1470.108,35.367,145.147,0,0,0,0,0,0
7731,M07731,M,304.826,315.572,1669.211,24.491,121.585,0,0,0,0,0,0
7732,M07732,L,298.95,309.615,1429.686,24.978,119.398,0,0,0,0,0,0
7733,M07733,L,303.28,317.298,1965.357,53.132,12.914,0,0,0,0,0,0
7734,M07734,L,302.894,314.125,1827.952,56.994,49.241,0,0,0,0,0,0
7735,M07735,H,301.008,311.406,1525.692,41.296,247.025,0,0,0,0,0,0
7736,M07736,L,296.148,306.454,1449.843,22.263,190.649,0,0,0,0,0,0
7737,M07737,M,300.062,309.682,1459.372,32.277,139.8,0,0,0,0,0,0
7738,M07738,L,298.971,309.127,1367.856,31.781,152.33,0,0,0,0,0,0
7739,M07739,L,300.04,310.372,1527.549,34.442,172.041,0,0,0,0,0,0
7740,M07740,L,297.874,305.516,1651.26,31.153,88.624,0,0,0,0,0,0
7741,M07741,M,301.513,311.749,1203.115,45.206,91.503,0,0,0,0,0,0
7742,M07742,L,301.97,312.091,1641.411,42.474,76.89,0,0,0,0,0,0
7743,M07743,H,302.34,314.445,1705.381,55.801,131.822,0,0,0,0,0,0
7744,M07744,H,299.236,309.078,1625.879,36.108,39.458,0,0,0,0,0,0
7745,M07745,M,297.881,306.962,1471.412,42.002,73.519,0,0,0,0,0,0
7746,M07746,M,300.703,311.026,1616.739,47.411,155.424,0,0,0,0,0,0
7747,M07747,M,303.512,313.601,1785.842,50.217,95.295,0,0,0,0,0,0
7748,M07748,M,300.139,309.982,1487.197,27.651,0.0,0,0,0,0,0,0
7749,M07749,L,300.905,309.37,1505.194,44.048,93.455,0,0,0,0,0,0
7750,M07750,H,299.53,309.343,1969.16,41.467,158.184,0,0,0,0,0,0
7751,M07751,H,298.993,308.298,1567.594,43.028,128.12,0,0,0,0,0,0
7752,M07752,L,301.317,311.057,1278.395,40.596,1.716,0,0,0,0,0,0
7753,M07753,H,299.788,310.666,1692.054,57.129,192.261,0,0,0,0,0,0
7754,M07754,H,300.807,309.998,1588.427,31.092,102.746,0,0,0,0,0,0
7755,M07755,L,301.015,310.75,1355.808,30.5,143.734,0,0,0,0,0,0
7756,M07756,H,300.695,311.344,1257.131,31.79,193.13,0,0,0,0,0,0
7757,M07757,L,301.116,310.792,1552.492,37.098,111.335,0,0,0,0,0,0
7758,M07758,L,298.294,311.425,1486.778,42.933,0.0,0,0,0,0,0,0
7759,M07759,L,298.172,308.471,1226.265,35.439,242.887,1,1,0,0,0,0
7760,M07760,M,299.915,308.424,1480.536,50.063,0.0,0,0,0,0,0,0
7761,M07761,L,299.963,308.956,1466.684,39.965,96.721,0,0,0,0,0,0
7762,M07762,H,298.955,307.827,1486.269,39.036,210.697,0,0,0,0,0,0
7763,M07763,L,300.482,309.492,1608.15,26.698,71.191,0,0,0,0,0,0
7764,M07764,L,301.816,312.461,1112.383,58.211,75.331,1,0,1,0,0,0
7765,M07765,M,302.375,311.047,1255.332,39.525,104.829,0,0,0,0,0,0
7766,M07766,L,302.825,312.427,1392.872,56.371,107.354,1,0,1,0,0,0
7767,M07767,M,297.37,308.742,1791.759,33.777,59.781,0,0,0,0,0,0
7768,M07768,L,297.674,307.05,2020.912,48.306,75.49,0,0,0,0,0,0
7769,M07769,H,299.421,310.226,1501.065,34.374,195.231,1,1,0,0,0,0
7770,M07770,M,300.161,308.141,1510.02,58.19,82.816,0,0,0,0,0,0
7771,M07771,L,299.523,309.078,1100.0,51.208,155.174,0,0,0,0,0,0
7772,M07772,L,298.895,307.832,1698.982,48.495,56.102,0,0,0,0,0,0
7773,M07773,L,299.391,309.751,1598.922,32.753,216.911,0,0,0,0,0,0
7774,M07774,H,300.967,309.725,1562.29,59.067,185.635,0,0,0,0,0,0
7775,M07775,M,297.341,309.824,1225.833,60.38,113.727,1,0,1,0,0,0
7776,M07776,L,304.687,312.719,1935.575,36.204,164.894,0,0,0,0,0,0
7777,M07777,L,300.042,311.405,1834.519,41.617,226.531,1,1,0,0,1,0
7778,M07778,H,302.102,313.156,1564.758,49.268,49.872,0,0,0,0,0,0
7779,M07779,L,298.84,309.212,1718.239,20.278,46.087,0,0,0,0,0,0
7780,M07780,M,301.149,311.214,1511.244,51.459,146.176,0,0,0,0,0,0
7781,M07781,M,300.2,312.426,1680.637,50.237,29.505,0,0,0,0,0,0
7782,M07782,L,301.714,314.679,1212.405,34.369,11.345,0,0,0,0,0,0
7783,M07783,M,299.603,309.354,1100.0,18.077,7.775,0,0,0,0,0,0
7784,M07784,L,303.103,313.292,1220.712,43.332,130.392,0,0,0,0,0,0
7785,M07785,L,297.016,306.353,1322.574,28.663,0.0,0,0,0,0,0,0
7786,M07786,H,301.899,310.496,1358.416,24.118,91.764,0,0,0,0,0,0
7787,M07787,M,300.237,310.793,1598.585,43.707,0.0,0,0,0,0,0,0
7788,M07788,H,297.963,308.263,1443.386,53.18,150.651,0,0,0,0,0,0
7789,M07789,M,303.904,311.972,1493.694,37.811,155.342,0,0,0,0,0,0
7790,M07790,L,303.697,314.245,1239.386,51.851,105.129,0,0,0,0,0,0
7791,M07791,M,295.852,306.192,1220.343,46.641,202.715,0,0,0,0,0,0
7792,M07792,M,300.354,309.632,1509.043,26.268,175.685,0,0,0,0,0,0
7793,M07793,L,301.411,310.611,1380.737,34.459,64.603,0,0,0,0,0,0
7794,M07794,L,300.883,311.392,1501.004,50.793,58.579,0,0,0,0,0,0
7795,M07795,M,303.031,314.962,1619.768,34.377,181.855,0,0,0,0,0,0
7796,M07796,M,302.615,313.093,1860.687,48.191,167.934,0,0,0,0,0,0
7797,M07797,L,300.53,311.467,1495.501,35.899,101.166,0,0,0,0,0,0
7798,M07798,H,304.554,313.556,1898.936,47.213,0.0,0,0,0,0,0,0
7799,M07799,L,301.874,311.377,1589.38,44.291,185.049,0,0,0,0,0,0
7800,M07800,L,299.297,310.027,1651.691,37.517,124.673,0,0,0,0,0,0
7801,M07801,L,298.895,307.265,1731.679,46.931,115.944,0,0,0,0,0,0
7802,M07802,H,302.487,312.735,1658.344,18.401,0.0,0,0,0,0,0,0
7803,M07803,L,298.414,309.006,1323.624,29.143,157.297,0,0,0,0,0,0
7804,M07804,L,299.181,309.134,1738.272,35.364,115.727,0,0,0,0,0,0
7805,M07805,L,299.521,309.904,1417.702,51.727,82.189,0,0,0,0,0,0
7806,M07806,M,300.711,310.781,1566.372,25.538,61.443,0,0,0,0,0,0
7807,M07807,M,299.613,308.866,1529.227,39.653,127.759,0,0,0,0,0,0
7808,M07808,L,297.366,305.952,1751.701,43.174,152.758,0,0,0,0,0,0
7809,M07809,H,302.324,312.216,1586.475,42.475,93.251,0,0,0,0,0,0
7810,M07810,L,299.191,310.757,1195.045,39.014,159.152,0,0,0,0,0,0
7811,M07811,L,304.04,315.269,1960.164,33.794,39.339,0,0,0,0,0,0
7812,M07812,M,300.608,310.194,1683.685,37.533,74.336,0,0,0,0,0,0
7813,M07813,M,302.534,312.095,1378.892,49.748,168.039,0,0,0,0,0,0
7814,M07814,L,301.262,310.734,1249.794,33.117,91.688,0,0,0,0,0,0
7815,M07815,M,302.63,312.103,1708.839,18.407,240.176,0,0,0,0,0,0
7816,M07816,L,301.141,311.486,1275.805,44.662,139.386,0,0,0,0,0,0
7817,M07817,M,300.47,311.739,1676.158,54.958,38.239,0,0,0,0,0,0
7818,M07818,M,302.186,314.902,1735.198,29.488,10.169,0,0,0,0,0,0
7819,M07819,H,304.972,313.976,1357.051,53.608,174.908,0,0,0,0,0,0
7820,M07820,L,299.46,310.242,1337.423,45.207,77.499,0,0,0,0,0,0
7821,M07821,M,301.59,312.241,1396.552,28.436,184.173,1,0,0,0,0,1
7822,M07822,M,299.99,309.594,1282.446,32.963,82.181,0,0,0,0,0,0
7823,M07823,L,301.012,309.781,1550.505,32.525,136.939,0,0,0,0,0,0
7824,M07824,L,300.084,310.415,1581.901,41.69,96.52,0,0,0,0,0,0
7825,M07825,H,295.685,308.228,1660.048,38.187,137.883,0,0,0,0,0,0
7826,M07826,L,299.6,309.922,1316.669,51.056,171.055,0,0,0,0,0,0
7827,M07827,M,301.999,311.054,1684.791,48.494,121.339,0,0,0,0,0,0
7828,M07828,L,298.47,308.281,1282.711,24.547,166.27,0,0,0,0,0,0
7829,M07829,H,301.842,310.474,1684.666,25.81,1.097,0,0,0,0,0,0
7830,M07830,L,300.367,310.389,1172.935,46.143,149.094,0,0,0,0,0,0
7831,M07831,H,299.617,310.437,1844.903,34.846,121.611,0,0,0,0,0,0
7832,M07832,M,301.812,310.981,1385.266,38.251,101.652,0,0,0,0,0,0
7833,M07833,L,301.362,307.455,1631.8,45.466,0.0,0,0,0,0,0,0
7834,M07834,M,300.841,311.173,1649.262,48.585,3.196,0,0,0,0,0,0
7835,M07835,M,302.032,311.43,1220.702,27.666,135.915,0,0,0,0,0,0
7836,M07836,L,300.406,309.505,1683.729,17.784,144.746,0,0,0,0,0,0
7837,M07837,L,296.711,305.8,1378.835,38.869,148.655,0,0,0,0,0,0
7838,M07838,M,299.244,309.724,1432.664,31.452,119.494,0,0,0,0,0,0
7839,M07839,M,296.391,305.902,1352.551,40.663,36.1,0,0,0,0,0,0
7840,M07840,L,301.315,312.431,1855.035,39.114,48.037,0,0,0,0,0,0
7841,M07841,H,301.792,312.935,1242.606,30.246,0.0,0,0,0,0,0,0
7842,M07842,L,301.883,311.559,1594.663,60.869,128.723,0,0,0,0,0,0
7843,M07843,L,300.978,310.353,1362.795,40.17,253.398,0,0,0,0,0,0
7844,M07844,M,301.936,312.089,1740.036,34.262,113.567,0,0,0,0,0,0
7845,M07845,L,296.847,306.672,2010.698,41.014,66.784,0,0,0,0,0,0
7846,M07846,L,299.785,307.682,1361.324,45.299,121.793,0,0,0,0,0,0
7847,M07847,M,297.17,309.467,1530.813,33.675,110.503,0,0,0,0,0,0
7848,M07848,L,299.283,310.141,1415.256,63.203,0.0,1,0,1,0,0,0
7849,M07849,L,303.233,312.676,1728.376,24.774,137.791,0,0,0,0,0,0
7850,M07850,M,302.186,309.887,1445.286,25.469,112.398,0,0,0,0,0,0
7851,M07851,M,301.325,311.108,1699.215,24.007,108.06,0,0,0,0,0,0
7852,M07852,H,299.637,308.931,1412.499,40.039,259.181,0,0,0,0,0,0
7853,M07853,M,298.013,307.94,1993.622,44.73,112.911,0,0,0,0,0,0
7854,M07854,L,300.374,307.777,1100.0,36.695,247.581,0,0,0,0,0,0
7855,M07855,L,302.221,311.655,1582.91,44.7,62.101,0,0,0,0,0,0
7856,M07856,M,300.82,310.326,1497.681,44.566,14.293,0,0,0,0,0,0
7857,M07857,L,296.829,306.598,1489.718,36.392,63.311,0,0,0,0,0,0
7858,M07858,L,300.209,309.926,1562.787,44.274,202.129,1,1,0,0,0,0
7859,M07859,H,296.173,306.236,1512.855,38.036,66.9,0,0,0,0,0,0
7860,M07860,M,301.608,313.434,1548.188,35.91,20.174,0,0,0,0,0,0
7861,M07861,M,298.614,307.996,1589.782,35.015,143.819,0,0,0,0,0,0
7862,M07862,L,297.554,306.46,1884.776,42.33,93.156,0,0,0,0,0,0
7863,M07863,L,301.636,309.563,1100.0,52.178,160.212,0,0,0,0,0,0
7864,M07864,L,301.119,310.505,1906.358,27.95,72.987,0,0,0,0,0,0
7865,M07865,M,300.465,308.783,2063.156,35.197,55.368,0,0,0,0,0,0
7866,M07866,L,304.383,315.536,1114.763,41.627,236.157,0,0,0,0,0,0
7867,M07867,L,301.27,311.155,1510.528,57.569,61.714,0,0,0,0,0,0
7868,M07868,L,298.71,309.837,1801.684,44.317,61.517,0,0,0,0,0,0
7869,M07869,M,301.038,312.797,1702.077,31.873,152.317,0,0,0,0,0,0
7870,M07870,M,299.428,308.39,1868.766,30.761,0.0,0,0,0,0,0,0
7871,M07871,L,302.534,312.117,1581.828,49.851,171.295,0,0,0,0,0,0
7872,M07872,L,300.562,312.16,1100.0,36.864,245.193,0,0,0,0,0,0
7873,M07873,L,300.76,310.987,1787.018,27.691,180.567,0,0,0,0,0,0
7874,M07874,L,297.115,307.741,1639.805,50.138,47.124,0,0,0,0,0,0
7875,M07875,M,300.123,311.362,1822.596,43.082,69.37,0,0,0,0,0,0
7876,M07876,L,299.887,310.963,1162.522,28.059,124.504,0,0,0,0,0,0
7877,M07877,M,297.952,308.444,1232.482,26.597,145.561,0,0,0,0,0,0
7878,M07878,M,299.557,311.233,1503.62,18.324,232.978,0,0,0,0,0,0
7879,M07879,H,300.872,310.79,1793.281,33.776,229.823,0,0,0,0,0,0
7880,M07880,H,299.991,310.615,1854.55,43.046,104.933,0,0,0,0,0,0
7881,M07881,L,297.176,306.964,1340.336,49.606,82.809,0,0,0,0,0,0
7882,M07882,L,299.454,310.678,1410.583,44.249,65.287,0,0,0,0,0,0
7883,M07883,L,299.064,308.223,2131.831,26.952,165.113,0,0,0,0,0,0
7884,M07884,M,300.387,308.368,1378.389,37.163,195.593,0,0,0,0,0,0
7885,M07885,L,300.171,310.957,1648.576,54.294,124.779,0,0,0,0,0,0
7886,M07886,L,299.177,307.953,1400.594,34.879,119.915,0,0,0,0,0,0
7887,M07887,L,299.099,307.756,1604.447,47.689,260.0,0,0,0,0,0,0
7888,M07888,L,300.134,311.652,1309.407,46.453,167.599,0,0,0,0,0,0
7889,M07889,M,301.926,313.085,1315.676,47.598,0.0,0,0,0,0,0,0
7890,M07890,M,300.557,310.146,1418.428,44.312,117.601,0,0,0,0,0,0
7891,M07891,M,302.846,309.192,1380.052,47.567,134.103,0,0,0,0,0,0
7892,M07892,H,302.266,312.906,1433.094,25.184,101.139,0,0,0,0,0,0
7893,M07893,L,302.993,313.788,1615.687,55.153,208.323,0,0,0,0,0,0
7894,M07894,L,302.737,313.357,1915.883,21.934,96.916,0,0,0,0,0,0
7895,M07895,L,303.126,313.691,1370.089,43.118,51.073,1,0,0,0,0,1
7896,M07896,M,297.694,307.476,1282.538,39.515,70.288,0,0,0,0,0,0
7897,M07897,M,301.295,310.802,1502.092,33.744,167.215,0,0,0,0,0,0
7898,M07898,L,302.437,311.109,1312.704,30.248,25.157,0,0,0,0,0,0
7899,M07899,H,302.798,311.961,1140.271,45.497,85.493,0,0,0,0,0,0
7900,M07900,L,298.459,308.844,1734.139,48.013,179.304,0,0,0,0,0,0
7901,M07901,L,301.315,311.72,1517.711,38.969,24.775,0,0,0,0,0,0
7902,M07902,M,300.15,311.098,1539.269,37.108,47.391,0,0,0,0,0,0
7903,M07903,H,303.694,312.006,1100.0,52.814,1.343,0,0,0,0,0,0
7904,M07904,M,297.225,305.234,1371.352,35.783,57.311,0,0,0,0,0,0
7905,M07905,H,298.461,308.006,1188.507,39.578,83.428,0,0,0,0,0,0
7906,M07906,L,296.379,305.155,1495.497,37.964,103.392,0,0,0,0,0,0
7907,M07907,M,300.289,310.512,1529.551,64.708,55.829,0,0,0,0,0,0
7908,M07908,H,304.528,312.956,1529.392,31.6,93.246,0,0,0,0,0,0
7909,M07909,M,299.911,311.328,1353.272,48.314,188.577,0,0,0,0,0,0
7910,M07910,L,300.202,309.216,1312.346,23.006,143.375,0,0,0,0,0,0
7911,M07911,H,301.1,313.012,1457.492,30.421,260.0,0,0,0,0,0,0
7912,M07912,L,299.767,310.397,1578.543,36.908,72.889,0,0,0,0,0,0
7913,M07913,L,300.732,309.466,1372.573,38.69,88.556,0,0,0,0,0,0
7914,M07914,H,300.784,313.298,1293.771,37.256,130.792,0,0,0,0,0,0
7915,M07915,H,298.309,308.627,1303.163,39.006,83.987,0,0,0,0,0,0
7916,M07916,H,299.812,310.011,1355.146,33.11,118.139,0,0,0,0,0,0
7917,M07917,H,301.484,311.406,1400.417,52.876,0.0,0,0,0,0,0,0
7918,M07918,L,301.857,312.417,1258.4,29.996,94.051,0,0,0,0,0,0
7919,M07919,H,302.597,313.228,1401.988,47.445,181.441,0,0,0,0,0,0
7920,M07920,L,300.671,309.633,1771.95,46.776,253.257,0,0,0,0,0,0
7921,M07921,M,300.712,310.455,1435.209,30.522,221.415,1,1,0,0,0,1
7922,M07922,L,301.5,311.639,1227.453,36.33,128.812,0,0,0,0,0,0
7923,M07923,H,298.81,309.51,1100.0,39.975,153.683,0,0,0,0,0,0
7924,M07924,M,298.728,309.448,1904.005,56.754,143.135,0,0,0,0,0,0
7925,M07925,H,299.75,309.948,1750.65,36.308,81.199,0,0,0,0,0,0
7926,M07926,L,297.45,306.79,1562.613,76.236,52.859,1,0,0,1,0,0
7927,M07927,L,300.814,310.092,1755.795,47.679,137.38,0,0,0,0,0,0
7928,M07928,L,302.098,310.668,1616.071,43.435,112.292,0,0,0,0,0,0
7929,M07929,L,298.58,309.291,1483.353,48.842,178.75,0,0,0,0,0,0
7930,M07930,M,300.87,310.131,1227.159,22.814,0.0,0,0,0,0,0,0
7931,M07931,L,298.742,308.512,1919.899,51.719,107.853,0,0,0,0,0,0
7932,M07932,M,297.967,308.252,1403.851,26.772,204.646,0,0,0,0,0,0
7933,M07933,L,304.111,314.116,1415.874,48.697,160.348,0,0,0,0,0,0
7934,M07934,L,297.996,307.989,1508.24,34.075,51.189,0,0,0,0,0,0
7935,M07935,M,297.441,306.355,1512.017,32.007,28.367,0,0,0,0,0,0
7936,M07936,L,300.429,310.752,1626.436,57.725,116.77,0,0,0,0,0,0
7937,M07937,L,300.537,310.162,1601.109,39.003,174.963,0,0,0,0,0,0
7938,M07938,L,301.334,311.231,1373.09,24.689,156.14,0,0,0,0,0,0
7939,M07939,L,304.002,315.392,1505.695,49.748,128.082,0,0,0,0,0,0
7940,M07940,M,298.446,309.052,1619.477,27.793,164.944,0,0,0,0,0,0
7941,M07941,L,298.843,308.158,1354.362,53.607,138.022,0,0,0,0,0,0
7942,M07942,L,303.218,313.039,1818.264,39.838,161.954,0,0,0,0,0,0
7943,M07943,M,301.878,313.798,1495.545,27.262,185.619,0,0,0,0,0,0
7944,M07944,M,301.6,311.231,1851.665,48.213,88.859,0,0,0,0,0,0
7945,M07945,M,298.82,308.868,1193.73,45.212,57.993,0,0,0,0,0,0
7946,M07946,L,302.252,313.049,1644.018,18.766,171.023,0,0,0,0,0,0
7947,M07947,H,301.606,311.865,1304.119,39.366,84.247,0,0,0,0,0,0
7948,M07948,L,300.379,309.932,1360.416,42.989,0.0,0,0,0,0,0,0
7949,M07949,L,298.83,307.938,1699.067,42.405,219.917,0,0,0,0,0,0
7950,M07950,H,300.213,310.201,1449.735,38.153,137.783,0,0,0,0,0,0
7951,M07951,M,303.297,314.087,2071.431,47.45,134.66,0,0,0,0,0,0
7952,M07952,M,297.812,309.397,1613.966,45.689,107.057,0,0,0,0,0,0
7953,M07953,H,298.4,306.642,1346.929,40.311,178.604,0,0,0,0,0,0
7954,M07954,L,298.744,310.86,1614.356,37.636,30.175,0,0,0,0,0,0
7955,M07955,H,299.178,308.832,1447.816,41.481,120.248,0,0,0,0,0,0
7956,M07956,M,299.969,311.078,1683.051,33.963,139.759,0,0,0,0,0,0
7957,M07957,L,301.917,311.032,1434.839,29.775,158.57,0,0,0,0,0,0
7958,M07958,L,300.923,308.99,1589.469,28.762,0.404,0,0,0,0,0,0
7959,M07959,L,300.122,308.546,1543.655,39.0,161.569,0,0,0,0,0,0
7960,M07960,H,300.554,310.157,1517.254,31.423,90.693,0,0,0,0,0,0
7961,M07961,L,301.248,311.877,1729.196,38.412,74.392,0,0,0,0,0,0
7962,M07962,L,296.637,306.674,1103.284,53.301,10.692,0,0,0,0,0,0
7963,M07963,M,302.143,311.843,1521.452,37.929,260.0,1,1,0,0,0,0
7964,M07964,M,298.347,309.689,1345.742,41.382,111.03,0,0,0,0,0,0
7965,M07965,L,299.113,309.115,1203.297,37.713,137.196,0,0,0,0,0,0
7966,M07966,H,300.681,311.017,1315.682,53.065,46.372,0,0,0,0,0,0
7967,M07967,M,299.849,313.582,1363.654,56.578,12.943,1,0,1,0,0,0
7968,M07968,H,300.974,310.964,1448.226,35.305,177.024,0,0,0,0,0,0
7969,M07969,L,300.284,309.449,1574.212,47.278,25.502,0,0,0,0,0,0
7970,M07970,L,299.421,309.998,1619.305,60.911,211.251,0,0,0,0,0,0
7971,M07971,M,303.058,313.938,1410.005,28.394,246.037,0,0,0,0,0,0
7972,M07972,L,301.416,311.777,1848.617,49.803,65.718,0,0,0,0,0,0
7973,M07973,M,300.604,310.793,1418.307,22.593,87.715,0,0,0,0,0,0
7974,M07974,L,301.385,313.164,1100.0,40.296,0.0,0,0,0,0,0,0
7975,M07975,M,298.589,310.218,1424.19,38.599,0.0,0,0,0,0,0,0
7976,M07976,H,304.35,314.209,1510.375,22.93,164.232,1,0,0,0,0,1
7977,M07977,H,297.825,307.053,1100.0,50.892,207.816,1,0,0,0,0,1
7978,M07978,H,300.226,310.741,1765.614,41.476,65.276,0,0,0,0,0,0
7979,M07979,H,299.427,308.648,1478.203,30.727,75.866,0,0,0,0,0,0
7980,M07980,L,299.351,310.413,1246.473,43.286,9.317,0,0,0,0,0,0
7981,M07981,L,299.091,309.6,1288.772,49.038,40.887,0,0,0,0,0,0
7982,M07982,H,298.457,311.661,1667.579,22.312,213.005,0,0,0,0,0,0
7983,M07983,H,302.377,314.145,1694.463,8.517,141.703,0,0,0,0,0,0
7984,M07984,H,297.591,306.296,1357.271,39.58,0.0,0,0,0,0,0,0
7985,M07985,M,301.967,311.345,1201.836,32.317,159.654,0,0,0,0,0,0
7986,M07986,L,301.297,309.0,1528.794,53.385,260.0,0,0,0,0,0,0
7987,M07987,H,299.238,306.673,1569.17,36.296,92.419,0,0,0,0,0,0
7988,M07988,H,301.065,311.202,1624.359,43.094,73.356,0,0,0,0,0,0
7989,M07989,M,299.684,308.253,1376.112,38.13,160.713,0,0,0,0,0,0
7990,M07990,H,297.798,309.767,1473.138,24.54,190.45,0,0,0,0,0,0
7991,M07991,M,297.819,309.209,1504.431,40.305,177.512,0,0,0,0,0,0
7992,M07992,H,301.311,310.985,1712.699,26.738,97.803,0,0,0,0,0,0
7993,M07993,L,301.207,310.813,1792.447,26.249,90.564,0,0,0,0,0,0
7994,M07994,H,300.484,312.266,1852.152,29.024,0.0,0,0,0,0,0,0
7995,M07995,L,299.217,311.274,1786.546,28.147,33.916,0,0,0,0,0,0
7996,M07996,L,299.619,308.5,1898.961,37.895,145.25,0,0,0,0,0,0
7997,M07997,L,299.349,308.075,1722.895,36.08,82.581,0,0,0,0,0,0
7998,M07998,L,296.506,306.145,1370.342,42.841,137.249,0,0,0,0,0,0
7999,M07999,L,300.123,310.64,1837.372,24.258,103.296,0,0,0,0,0,0
8000,M08000,H,301.045,310.429,1197.188,37.483,124.324,0,0,0,0,0,0
8001,M08001,M,300.135,310.678,2020.182,35.187,121.357,0,0,0,0,0,0
8002,M08002,H,303.538,315.879,1285.448,42.014,172.228,0,0,0,0,0,0
8003,M08003,L,297.991,306.304,1695.283,42.494,179.409,0,0,0,0,0,0
8004,M08004,L,298.678,308.143,1817.736,41.563,118.798,0,0,0,0,0,0
8005,M08005,M,300.266,308.602,1601.044,30.097,105.701,0,0,0,0,0,0
8006,M08006,M,300.488,309.484,1100.0,40.247,117.488,0,0,0,0,0,0
8007,M08007,M,296.198,305.844,1291.452,34.868,65.119,0,0,0,0,0,0
8008,M08008,H,301.205,310.333,1578.499,53.142,196.038,0,0,0,0,0,0
8009,M08009,H,300.497,311.121,1639.837,41.103,80.655,0,0,0,0,0,0
8010,M08010,M,295.761,305.942,1460.666,40.794,108.81,0,0,0,0,0,0
8011,M08011,H,299.767,310.125,1516.354,27.191,132.335,0,0,0,0,0,0
8012,M08012,M,298.383,308.015,1176.842,34.096,141.702,0,0,0,0,0,0
8013,M08013,M,299.093,308.836,1890.358,42.588,138.824,0,0,0,0,0,0
8014,M08014,L,297.324,306.903,1416.855,39.213,110.434,0,0,0,0,0,0
8015,M08015,L,300.832,310.534,1673.527,39.105,235.137,0,0,0,0,0,0
8016,M08016,L,303.524,314.026,1808.784,22.463,125.269,0,0,0,0,0,0
8017,M08017,M,300.53,308.222,1245.89,31.859,102.411,0,0,0,0,0,0
8018,M08018,M,295.681,306.027,1528.163,37.251,245.829,0,0,0,0,0,0
8019,M08019,L,300.571,309.529,1561.158,52.017,65.559,0,0,0,0,0,0
8020,M08020,M,299.611,309.204,1443.229,21.089,245.64,1,1,0,0,0,0
8021,M08021,L,297.798,305.924,1704.018,29.559,0.0,0,0,0,0,0,0
8022,M08022,L,300.707,310.277,1353.206,21.018,91.88,0,0,0,0,0,0
8023,M08023,H,301.76,312.093,1512.095,43.254,3.12,0,0,0,0,0,0
8024,M08024,L,298.663,309.212,1418.403,51.862,24.651,0,0,0,0,0,0
8025,M08025,L,296.713,305.289,2011.619,43.605,151.7,0,0,0,0,0,0
8026,M08026,L,295.977,306.467,1354.184,45.772,139.987,0,0,0,0,0,0
8027,M08027,L,298.669,310.036,1663.888,29.68,77.418,0,0,0,0,0,0
8028,M08028,M,299.689,309.097,1895.261,43.694,234.359,1,0,0,0,1,0
8029,M08029,H,298.968,308.969,1297.96,32.275,199.405,0,0,0,0,0,0
8030,M08030,M,298.633,306.151,1520.973,40.597,116.389,0,0,0,0,0,0
8031,M08031,M,301.136,310.059,1282.989,45.024,0.0,0,0,0,0,0,0
8032,M08032,L,300.926,311.25,1100.0,37.081,187.12,0,0,0,0,0,0
8033,M08033,M,300.399,311.546,1327.296,48.202,86.212,0,0,0,0,0,0
8034,M08034,L,301.633,310.914,1374.52,38.364,140.455,0,0,0,0,0,0
8035,M08035,L,298.687,311.891,1387.596,42.736,175.839,0,0,0,0,0,0
8036,M08036,H,297.811,308.188,1434.079,58.91,91.913,1,0,1,0,0,0
8037,M08037,L,298.955,307.427,1501.348,44.975,209.514,0,0,0,0,0,0
8038,M08038,L,298.817,310.362,1236.704,32.506,93.435,0,0,0,0,0,0
8039,M08039,L,295.897,304.394,1577.356,35.195,157.717,0,0,0,0,0,0
8040,M08040,H,298.909,309.303,1766.933,48.731,172.862,0,0,0,0,0,0
8041,M08041,L,302.21,311.095,1792.742,50.427,183.862,0,0,0,0,0,0
8042,M08042,L,301.602,309.973,1442.762,39.635,242.095,0,0,0,0,0,0
8043,M08043,H,301.05,312.205,1696.655,24.729,62.447,0,0,0,0,0,0
8044,M08044,L,300.263,309.952,1350.18,30.497,40.702,0,0,0,0,0,0
8045,M08045,H,302.898,314.969,1424.46,41.807,97.502,0,0,0,0,0,0
8046,M08046,L,297.88,306.658,1587.675,45.804,260.0,0,0,0,0,0,0
8047,M08047,M,298.07,306.199,1426.363,50.048,214.54,0,0,0,0,0,0
8048,M08048,H,302.249,311.673,1221.941,19.678,81.493,0,0,0,0,0,0
8049,M08049,M,300.055,313.524,1683.316,48.715,95.661,0,0,0,0,0,0
8050,M08050,M,298.658,309.658,1317.707,54.27,118.942,0,0,0,0,0,0
8051,M08051,L,301.104,311.769,1385.605,16.064,139.11,0,0,0,0,0,0
8052,M08052,M,299.123,309.827,1732.809,39.947,164.882,0,0,0,0,0,0
